163,หมู่ 1 บ้านลาดแค,ลาดแค,ชนแดน,เพชรบูรณ์,087-3085614,20 ปี 9 เดือน,16.035798,100.825433,9,Typical Type C
164,หมู่ 10 โคกหนองจอก,ลาดแค,ชนแดน,เพชรบูรณ์,084-3800063,15 ปี 9 เดือน,15.995167,100.802454,9,Typical Type C
165,หมู่ 11 คลองบน,ลาดแค,ชนแดน,เพชรบูรณ์,080-6601382,12 ปี 9 เดือน,15.930781,100.828569,9,Typical Type C
166,หมู่ 12 ซับยาง,ลาดแค,ชนแดน,เพชรบูรณ์,088-1570170,15 ปี 9 เดือน,15.941622,100.854821,9,Typical Type C
167,หมู่ 13 บ้านวังกำแพง,ลาดแค,ชนแดน,เพชรบูรณ์,092-9155785,2 ปี 9 เดือน,15.961283,100.851661,9,Typical Type C
168,หมู่ 14 บ้านหนองใหญ่โต,ลาดแค,ชนแดน,เพชรบูรณ์,066-1043214,2 ปี 9 เดือน,15.930459,100.842,9,Typical Type C
169,หมู่ 16 ดงลานใต้,ลาดแค,ชนแดน,เพชรบูรณ์,062-2596876,23 ปี 9 เดือน,15.960767,100.789246,9,Typical Type C
170,หมู่ 17 บ้านคลองโป่ง,ลาดแค,ชนแดน,เพชรบูรณ์,061-2940566,3 ปี 3 เดือน,16.018118,100.85587,9,Typical Type C
171,หมู่ 18 เขาปูน,ลาดแค,ชนแดน,เพชรบูรณ์,086-9339459,3 ปี 9 เดือน,15.962597,100.823078,9,Typical Type C
172,หมู่ 19 ศรีรัตนะ,ลาดแค,ชนแดน,เพชรบูรณ์,083-6242-713,9 ปี 9 เดือน,16.00854,100.821383,9,Typical Type C
173,หมู่ 2 ดงลาน,ลาดแค,ชนแดน,เพชรบูรณ์,084-6195706,0 ปี 9 เดือน,15.952841,100.813614,9,Typical Type C
174,หมู่ 20 คลองบนใต้,ลาดแค,ชนแดน,เพชรบูรณ์,065-7576746,1 ปี 3 เดือน,15.933692,100.823031,9,Typical Type C
175,หมู่ 21 ซับตะเคียน,ลาดแค,ชนแดน,เพชรบูรณ์,066-0075534,1 ปี 9 เดือน,15.974875,100.871084,18,
176,หมู่ 4 เขาน้อย,ลาดแค,ชนแดน,เพชรบูรณ์,099-3845812,9 ปี 9 เดือน,15.967283,100.814234,9,Typical Type C
177,หมู่ 6 โคกยาว,ลาดแค,ชนแดน,เพชรบูรณ์,094-2422174,8 ปี 9 เดือน,16.036973,100.85665,9,Typical Type C
178,หมู่ 7 ถ้ำแก้ว,ลาดแค,ชนแดน,เพชรบูรณ์,092-9538116,5 ปี 9 เดือน,15.979997,100.842645,9,Typical Type C
179,หมู่ 8 หนองใหญ่,ลาดแค,ชนแดน,เพชรบูรณ์,065-4536394,11 ปี 9 เดือน,15.943946,100.844291,9,Typical Type C
180,หมู่ 9 ลาดแคเหนือ,ลาดแค,ชนแดน,เพชรบูรณ์,082-7419436,7 ปี 9 เดือน,16.04503,100.840645,9,Typical Type C
181,หมู่ 8 ลำประสาน,บัววัฒนา,หนองไผ่,เพชรบูรณ์,096-9183742,8 ปี 9 เดือน,15.977772,100.8967,30,
